id,time,latitude,longitude,depth,mag,place
tx2025rsgneq,2025-09-08T17:35:02.044Z,31.68,-104.48,6.10,1.70,"56 km S of Whites City, New Mexico"
nc75235022,2025-09-08T17:31:54.810Z,38.81,-122.79,3.31,0.32,"5 km NW of The Geysers, CA"
nc75235017,2025-09-08T17:29:13.690Z,38.83,-122.81,2.06,1.11,"8 km NNW of The Geysers, CA"
nc75235012,2025-09-08T17:26:54.030Z,38.81,-122.79,2.93,0.86,"4 km NNW of The Geysers, CA"
av93756683,2025-09-08T17:24:36.980Z,60.05,-153.16,7.11,-0.50,"60 km ENE of Pedro Bay, Alaska"
ok2025rqbw,2025-09-08T17:13:33.189Z,34.38,-96.84,0.00,1.19,"2 km SSW of Mill Creek, Oklahoma"
nc75234972,2025-09-08T16:35:01.170Z,36.76,-121.40,9.45,1.52,"7 km SW of Ridgemark, CA"
ak025bjdlr0p,2025-09-08T16:31:28.410Z,61.16,-150.07,18.50,1.30,"10 km WSW of Anchorage, Alaska"
ak025bjdknse,2025-09-08T16:26:19.980Z,61.85,-147.85,35.20,1.80,"11 km WNW of Glacier View, Alaska"
uw62184876,2025-09-08T16:21:05.780Z,46.45,-119.08,8.00,1.15,"14 km SSW of Mesa, Washington"
ok2025rpzy,2025-09-08T16:15:16.070Z,35.33,-97.93,3.90,1.38,"1 km NE of Minco, Oklahoma"
av93756603,2025-09-08T16:04:07.750Z,54.75,-164.14,6.72,1.44,"48 km WSW of False Pass, Alaska"
nc75234967,2025-09-08T15:55:39.710Z,40.33,-124.68,8.02,1.95,"33 km W of Petrolia, CA"
nc75234957,2025-09-08T15:52:58.870Z,38.82,-122.77,2.17,0.33,"4 km W of Cobb, CA"
ok2025rpze,2025-09-08T15:51:31.559Z,35.63,-98.03,7.75,2.08,"8 km ENE of Calumet, Oklahoma"
ak025bjd2qmu,2025-09-08T15:42:58.780Z,56.14,-157.84,32.30,1.90,"38 km ESE of Chignik, Alaska"
ci41286272,2025-09-08T15:38:51.620Z,34.13,-118.52,5.58,0.78,"4 km SSW of Encino, CA"
ak025bjd0jbt,2025-09-08T15:32:30.976Z,59.83,-152.64,83.40,1.60,"45 km W of Anchor Point, Alaska"
ci41286264,2025-09-08T15:26:05.720Z,35.90,-117.67,3.93,0.55,"21 km E of Little Lake, CA"
tx2025rscfey,2025-09-08T15:25:05.183Z,31.68,-104.44,5.72,2.00,"55 km S of Whites City, New Mexico"
ci41286248,2025-09-08T15:21:25.760Z,33.48,-116.52,12.40,0.98,"16 km ESE of Anza, CA"
av93756538,2025-09-08T15:16:37.870Z,54.77,-164.06,3.99,0.53,"42 km WSW of False Pass, Alaska"
ci41286240,2025-09-08T15:15:04.660Z,33.32,-116.90,18.98,0.82,"5 km SW of Palomar Observatory, CA"
tx2025rsbsuw,2025-09-08T15:10:50.655Z,31.70,-104.18,6.56,1.50,"55 km W of Mentone, Texas"
ak025bjcv0ra,2025-09-08T15:06:57.500Z,60.46,-151.01,36.10,1.30,"3 km SE of Soldotna, Alaska"
ok2025rpxp,2025-09-08T15:04:02.430Z,34.69,-97.65,18.86,1.18,"14 km SSW of Erin Springs, Oklahoma"
ak025bjcgz01,2025-09-08T14:41:02.898Z,57.32,-155.10,27.20,1.60,"47 km SW of Karluk, Alaska"
uu80116951,2025-09-08T14:28:45.640Z,44.08,-110.76,9.64,0.93,"42 km NNE of Alta, Wyoming"
ci41286184,2025-09-08T14:27:00.030Z,33.17,-115.73,4.44,1.68,"18 km NNW of Westmorland, CA"
ak025bjcdsxb,2025-09-08T14:26:24.475Z,61.33,-141.12,7.10,1.60,"97 km E of McCarthy, Alaska"
ci41286168,2025-09-08T14:19:22.660Z,33.48,-116.52,13.11,0.65,"17 km ESE of Anza, CA"
tx2025rrzxba,2025-09-08T14:15:16.483Z,31.67,-104.32,6.10,1.20,"56 km S of Whites City, New Mexico"
nn00903983,2025-09-08T14:14:48.696Z,36.77,-116.25,8.80,-0.30,"47 km ESE of Beatty, Nevada"
av93756473,2025-09-08T14:12:41.820Z,54.75,-164.09,7.02,0.95,"45 km WSW of False Pass, Alaska"
ak025bjca6r0,2025-09-08T14:09:37.408Z,61.36,-141.08,0.00,2.00,"98 km E of McCarthy, Alaska"
ci41286144,2025-09-08T14:05:31.020Z,35.90,-117.67,3.04,0.65,"21 km E of Little Lake, CA"
us7000qus5,2025-09-08T14:04:15.120Z,37.03,141.91,46.01,4.50,"85 km ESE of Tomioka, Japan"
ak025bjc8w9d,2025-09-08T14:03:34.891Z,62.41,-148.79,41.70,1.50,"61 km ENE of Susitna North, Alaska"
ci41286136,2025-09-08T14:00:01.130Z,34.02,-118.37,10.96,2.34,"2 km N of Baldwin Hills, CA"
pr71495103,2025-09-08T13:57:13.730Z,18.11,-67.16,17.36,2.26,"3 km NNW of Cabo Rojo, Puerto Rico"
mb90110878,2025-09-08T13:53:29.470Z,44.57,-112.22,5.46,1.89,"23 km N of Spencer, Idaho"
tx2025rrysja,2025-09-08T13:39:40.456Z,32.89,-100.97,4.81,1.80,"19 km NNW of Snyder, Texas"
ok2025rpup,2025-09-08T13:33:53.090Z,35.33,-97.94,5.61,1.31,"2 km NNE of Minco, Oklahoma"
nc75234907,2025-09-08T13:22:26.170Z,40.29,-124.60,3.68,3.09,"27 km W of Petrolia, CA"
nc75234902,2025-09-08T13:12:45.510Z,37.64,-122.37,10.57,0.87,"4 km ENE of San Bruno, CA"
nm60613671,2025-09-08T13:08:16.600Z,36.58,-89.59,8.86,1.92,"1 km NE of Howardville, Missouri"
ci41286088,2025-09-08T13:06:03.300Z,35.91,-117.70,3.23,1.18,"19 km E of Little Lake, CA"
us7000qurs,2025-09-08T12:55:51.530Z,-56.14,-25.08,10.00,4.90,South Sandwich Islands region
ci41286080,2025-09-08T12:53:50.440Z,34.85,-119.38,9.98,1.07,"21 km W of Pine Mountain Club, CA"
ci41286072,2025-09-08T12:52:16.410Z,33.47,-116.50,8.23,1.52,"18 km ESE of Anza, CA"
us7000quqx,2025-09-08T12:51:27.495Z,5.79,125.92,172.17,4.60,"33 km ESE of Caburan, Philippines"
ci41286056,2025-09-08T12:50:13.350Z,35.96,-117.67,3.26,0.32,"22 km E of Little Lake, CA"
ci41286048,2025-09-08T12:43:26.410Z,35.86,-118.44,11.01,1.33,"12 km N of Kernville, CA"
av93756408,2025-09-08T12:42:55.320Z,60.01,-153.09,0.82,-0.25,"62 km ENE of Pedro Bay, Alaska"
uw62184801,2025-09-08T12:39:35.670Z,45.37,-121.68,-1.34,0.34,"9 km NE of Government Camp, Oregon"
ok2025rprz,2025-09-08T12:13:50.840Z,35.60,-98.05,5.00,1.09,"6 km E of Calumet, Oklahoma"
nc75234887,2025-09-08T12:03:04.520Z,37.64,-119.03,0.48,-0.16,"5 km W of Mammoth Lakes, CA"
mb90110873,2025-09-08T12:02:34.770Z,44.57,-112.22,7.12,2.09,"23 km N of Spencer, Idaho"
ci41286024,2025-09-08T12:00:22.430Z,35.36,-118.87,16.31,1.33,"12 km NNE of Lamont, CA"
tx2025rrvjps,2025-09-08T11:58:59.578Z,31.67,-104.45,6.02,1.60,"56 km S of Whites City, New Mexico"
ci41286016,2025-09-08T11:53:08.570Z,33.48,-116.52,11.96,0.98,"16 km ESE of Anza, CA"
nc75234877,2025-09-08T11:49:59.700Z,38.83,-122.82,1.79,0.72,"8 km WNW of Cobb, CA"
tx2025rruyuo,2025-09-08T11:49:28.399Z,32.11,-101.93,8.13,0.70,"13 km W of Stanton, Texas"
nc75234872,2025-09-08T11:49:24.200Z,38.83,-122.82,1.83,0.66,"8 km NNW of The Geysers, CA"
av93756363,2025-09-08T11:47:37.020Z,58.61,-154.26,7.82,0.10,"97 km SSE of Kokhanok, Alaska"
mb90110863,2025-09-08T11:42:31.630Z,44.57,-112.21,6.01,2.05,"23 km N of Spencer, Idaho"
us7000quqp,2025-09-08T11:39:52.328Z,7.76,136.73,10.00,4.70,"224 km E of Kayangel, Palau"
av93756358,2025-09-08T11:39:13.170Z,54.12,-165.96,5.56,0.30,"12 km W of Akutan, Alaska"
mb90110858,2025-09-08T11:37:24.220Z,44.57,-112.22,4.74,1.27,"23 km N of Spencer, Idaho"
tx2025rruqfj,2025-09-08T11:36:37.939Z,31.61,-104.28,8.41,0.90,"57 km NW of Toyah, Texas"
us7000quqk,2025-09-08T11:32:31.947Z,52.52,160.82,10.00,5.20,"159 km ESE of Petropavlovsk-Kamchatsky, Russia"
mb90110853,2025-09-08T11:27:23.840Z,44.57,-112.22,8.13,2.19,"22 km N of Spencer, Idaho"
ak025bjajc8r,2025-09-08T11:16:15.636Z,62.55,-148.76,33.90,2.50,"70 km E of Chase, Alaska"
uu80004753,2025-09-08T11:11:43.570Z,39.50,-111.00,1.84,0.84,"1 km NNE of Hiawatha, Utah"
ak025bjai273,2025-09-08T11:10:18.551Z,60.60,-147.60,17.10,1.60,"58 km WSW of Tatitlek, Alaska"
ak025bjagkx6,2025-09-08T11:03:28.107Z,60.77,-150.51,40.30,1.30,"19 km SSE of Point Possession, Alaska"
ak025bjafxkn,2025-09-08T11:00:25.518Z,65.23,-148.93,3.60,0.70,"21 km ENE of Minto, Alaska"
ak025bja76ij,2025-09-08T10:59:40.302Z,63.49,-149.53,30.50,1.60,"31 km WNW of Cantwell, Alaska"
tx2025rrtder,2025-09-08T10:51:11.551Z,31.66,-104.32,6.77,1.50,"57 km S of Whites City, New Mexico"
nn00903975,2025-09-08T10:50:40.873Z,41.16,-116.66,9.20,1.90,"56 km NE of Valmy, Nevada"
nc75234857,2025-09-08T10:41:50.110Z,38.79,-122.81,2.68,0.76,"5 km WNW of The Geysers, CA"
ak025bja3au0,2025-09-08T10:41:32.083Z,57.53,-156.29,40.00,1.60,"66 km E of Ugashik, Alaska"
uw62184771,2025-09-08T10:30:54.680Z,46.15,-122.15,9.77,0.68,"35 km NE of Amboy, Washington"
ci41286008,2025-09-08T10:30:35.320Z,34.10,-116.90,11.10,1.34,"15 km ENE of Yucaipa, CA"
ak025bj9z95t,2025-09-08T10:22:44.953Z,62.56,-151.25,85.90,2.30,"25 km WNW of Petersville, Alaska"
av93756228,2025-09-08T10:22:15.140Z,57.66,-155.99,7.73,1.11,"85 km E of Ugashik, Alaska"
ak025bj9yjtj,2025-09-08T10:19:16.248Z,62.97,-149.15,58.20,2.00,"47 km SSW of Cantwell, Alaska"
tx2025rrrtxl,2025-09-08T10:10:24.167Z,31.54,-104.15,7.61,1.10,"41 km NW of Toyah, Texas"
hv74770117,2025-09-08T10:07:16.700Z,19.40,-155.28,-1.11,1.14,"6 km SW of Volcano, Hawaii"
av93049699,2025-09-08T10:03:45.000Z,61.33,-152.25,-1.83,-0.48,"66 km WNW of Beluga, Alaska"
nn00903971,2025-09-08T09:45:03.151Z,38.88,-118.73,8.60,2.80,"10 km SE of Schurz, Nevada"
ok2025rpmv,2025-09-08T09:38:05.349Z,35.33,-97.93,6.21,0.93,"1 km NE of Minco, Oklahoma"
ci41286000,2025-09-08T09:30:37.620Z,35.90,-117.68,2.72,0.96,"21 km ESE of Little Lake, CA"
av93049694,2025-09-08T09:26:57.480Z,53.89,-166.94,6.05,-0.49,"26 km W of Dutch Harbor, Alaska"
ak025bj9ayx7,2025-09-08T09:09:14.035Z,55.90,-156.76,45.30,2.20,"111 km ESE of Chignik, Alaska"
ak025bj9ajpf,2025-09-08T09:07:16.835Z,62.14,-148.71,33.70,1.10,"39 km N of Sutton-Alpine, Alaska"
ak025bj99zh9,2025-09-08T09:04:54.699Z,61.49,-146.52,28.70,2.40,"40 km NNW of Valdez, Alaska"
uw62184761,2025-09-08T08:52:50.350Z,46.10,-122.13,3.66,0.07,"32 km NE of Amboy, Washington"
us7000qupy,2025-09-08T08:50:24.168Z,68.32,-160.88,10.00,2.60,"88 km ENE of Red Dog Mine, Alaska"
tx2025rronhj,2025-09-08T08:32:03.575Z,31.56,-104.10,6.87,1.20,"40 km NW of Toyah, Texas"
ok2025rpkq,2025-09-08T08:30:59.189Z,35.63,-98.02,7.87,1.76,"9 km ENE of Calumet, Oklahoma"
pr71495098,2025-09-08T08:27:55.170Z,17.95,-66.88,16.51,2.09,"3 km SSE of Maria Antonia, Puerto Rico"
tx2025rrojjh,2025-09-08T08:27:31.464Z,28.70,-98.16,5.71,1.70,"16 km WNW of Pawnee, Texas"
us7000qupu,2025-09-08T08:26:40.863Z,44.56,-112.21,10.00,3.70,"22 km N of Spencer, Idaho"
us7000qupw,2025-09-08T08:26:11.848Z,52.48,160.67,10.00,5.10,"152 km ESE of Petropavlovsk-Kamchatsky, Russia"
ok2025rpkk,2025-09-08T08:25:13.009Z,35.61,-98.04,7.01,3.15,"6 km E of Calumet, Oklahoma"
nm60613666,2025-09-08T08:18:26.180Z,36.55,-89.59,7.32,1.56,"2 km SSE of Howardville, Missouri"
tx2025rrobel,2025-09-08T08:18:01.708Z,32.48,-101.67,6.67,0.70,"6 km SE of Ackerly, Texas"
mb90110813,2025-09-08T08:17:23.540Z,44.57,-112.21,9.08,2.56,"23 km N of Spencer, Idaho"
tx2025rrnzjw,2025-09-08T08:15:57.164Z,31.54,-104.15,5.95,1.20,"42 km NW of Toyah, Texas"
av93756128,2025-09-08T08:15:13.230Z,54.75,-163.97,-1.28,0.24,"37 km WSW of False Pass, Alaska"
tx2025rrnxjs,2025-09-08T08:13:35.820Z,31.71,-104.18,6.25,1.20,"55 km W of Mentone, Texas"
uw62184741,2025-09-08T08:12:08.480Z,46.21,-122.19,3.00,-0.71,"38 km NNE of Amboy, Washington"
us7000qvlz,2025-09-08T08:10:38.690Z,47.61,-70.03,17.82,2.40,"10 km ESE of La Malbaie, Canada"
pr71495083,2025-09-08T07:56:05.790Z,18.25,-66.42,37.80,2.40,"4 km NW of Orocovis, Puerto Rico"
ok2025rpjj,2025-09-08T07:53:11.369Z,35.61,-98.04,7.89,0.97,"6 km ENE of Calumet, Oklahoma"
mb90110808,2025-09-08T07:51:52.320Z,44.57,-112.22,7.65,1.23,"23 km N of Spencer, Idaho"
ci41285984,2025-09-08T07:46:54.570Z,36.22,-118.32,4.63,-0.06,"29 km WSW of Olancha, CA"
ok2025rpja,2025-09-08T07:42:48.770Z,35.62,-98.05,5.28,1.56,"6 km ENE of Calumet, Oklahoma"
ak025bj8ayav,2025-09-08T07:41:09.839Z,63.58,-147.41,3.50,1.20,"76 km ESE of Denali Park, Alaska"
tx2025rrmuri,2025-09-08T07:40:21.061Z,31.66,-104.40,6.10,1.50,"57 km S of Whites City, New Mexico"
ci41285976,2025-09-08T07:39:40.160Z,33.48,-116.52,12.44,0.67,"17 km ESE of Anza, CA"
uw62184731,2025-09-08T07:38:39.070Z,46.23,-122.12,9.66,-0.01,"38 km SSE of Morton, Washington"
pr71495068,2025-09-08T07:36:15.880Z,17.88,-66.93,13.86,2.52,"10 km SSW of Guánica, Puerto Rico"
ci41285968,2025-09-08T07:34:50.810Z,33.24,-116.38,4.28,0.68,"2 km SSW of Borrego Springs, CA"
ci41285960,2025-09-08T07:34:07.600Z,33.48,-116.53,11.37,1.38,"16 km ESE of Anza, CA"
nc75234827,2025-09-08T07:30:23.880Z,39.55,-122.04,19.77,2.91,"14 km E of Willows, CA"
mb90110803,2025-09-08T07:30:07.010Z,44.57,-112.21,7.38,1.96,"22 km N of Spencer, Idaho"
mb90111133,2025-09-08T07:27:51.160Z,44.58,-112.22,3.99,1.17,"24 km N of Spencer, Idaho"
ci41285952,2025-09-08T07:27:41.290Z,35.90,-117.67,4.19,0.28,"22 km ESE of Little Lake, CA"
mb90110793,2025-09-08T07:27:25.880Z,44.57,-112.22,6.32,0.96,"23 km N of Spencer, Idaho"
ok2025rpim,2025-09-08T07:25:43.049Z,35.62,-98.04,4.62,1.59,"7 km ENE of Calumet, Oklahoma"
ak025bj87cxm,2025-09-08T07:24:33.221Z,59.44,-152.76,75.40,1.60,"48 km W of Nanwalek, Alaska"
ok2025rpik,2025-09-08T07:23:29.199Z,35.61,-98.04,5.19,1.48,"7 km ENE of Calumet, Oklahoma"
ak025bj86pyg,2025-09-08T07:21:35.446Z,61.28,-150.91,53.50,1.40,"17 km NNE of Beluga, Alaska"
mb90110788,2025-09-08T07:21:06.440Z,44.58,-112.21,4.44,1.18,"23 km N of Spencer, Idaho"
ci41285944,2025-09-08T07:20:56.250Z,33.48,-116.53,11.41,1.58,"16 km ESE of Anza, CA"
mb90110933,2025-09-08T07:15:34.990Z,44.59,-112.21,7.45,1.42,"25 km N of Spencer, Idaho"
ok2025rpid,2025-09-08T07:15:33.350Z,35.61,-98.04,5.37,2.43,"7 km E of Calumet, Oklahoma"
mb90110783,2025-09-08T07:15:23.360Z,44.57,-112.20,2.80,1.10,"23 km N of Spencer, Idaho"
us7000qupn,2025-09-08T07:11:36.449Z,-8.42,119.46,171.91,4.40,"19 km N of Komodo, Indonesia"
ci41285936,2025-09-08T07:07:44.080Z,35.26,-118.56,7.55,1.12,"18 km NNW of Tehachapi, CA"
av93756028,2025-09-08T07:05:47.050Z,60.01,-153.09,-2.96,0.06,"62 km ENE of Pedro Bay, Alaska"
pr2025251001,2025-09-08T07:04:00.010Z,18.48,-67.27,97.00,3.68,"13 km WNW of Aguadilla, Puerto Rico"
us7000qup7,2025-09-08T06:58:59.903Z,44.54,-112.25,9.85,3.90,"20 km NNW of Spencer, Idaho"
us7000qup5,2025-09-08T06:57:22.998Z,44.57,-112.22,10.00,3.70,"23 km N of Spencer, Idaho"
av93756018,2025-09-08T06:56:54.140Z,61.26,-152.18,27.60,0.25,"60 km WNW of Tyonek, Alaska"
av93049689,2025-09-08T06:49:40.890Z,61.20,-152.12,9.29,-0.64,"55 km WNW of Tyonek, Alaska"
av93755978,2025-09-08T06:37:40.390Z,54.71,-164.02,5.48,0.59,"42 km WSW of False Pass, Alaska"
nc75234817,2025-09-08T06:36:50.660Z,38.58,-122.79,6.40,1.23,"5 km NE of Windsor, CA"
ci41285928,2025-09-08T06:35:35.930Z,35.88,-117.70,4.68,0.08,"20 km ESE of Little Lake, CA"
ci41285920,2025-09-08T06:35:19.220Z,35.90,-117.67,2.86,0.09,"21 km ESE of Little Lake, CA"
ak025bj7mr62,2025-09-08T06:28:19.941Z,63.27,-151.86,6.80,2.00,"30 km SSW of Denali National Park, Alaska"
av93755948,2025-09-08T06:24:51.380Z,54.75,-163.98,-0.38,0.57,"38 km WSW of False Pass, Alaska"
tx2025rrkets,2025-09-08T06:21:29.674Z,31.65,-104.28,6.97,1.40,"58 km S of Whites City, New Mexico"
hv74769967,2025-09-08T06:12:09.180Z,20.17,-156.06,17.97,2.69,"25 km WSW of Hāwī, Hawaii"
uw62184706,2025-09-08T06:08:12.400Z,48.20,-121.36,11.69,0.91,"18 km ESE of Darrington, Washington"
ak025bj7i00t,2025-09-08T06:06:01.895Z,63.09,-150.56,89.30,1.50,"67 km N of Petersville, Alaska"
ci41285912,2025-09-08T06:00:23.820Z,33.71,-116.83,16.47,0.84,"7 km ESE of Valle Vista, CA"
nn00903966,2025-09-08T05:57:51.181Z,36.55,-115.35,6.20,0.90,"29 km E of Indian Springs, Nevada"
us7000qunw,2025-09-08T05:50:45.381Z,23.74,122.53,10.00,4.80,"93 km SSW of Yonakuni, Japan"
us7000qunz,2025-09-08T05:45:48.236Z,26.70,91.69,10.00,4.40,"21 km ESE of Samdrup Jongkhar, Bhutan"
us7000qunt,2025-09-08T05:34:27.072Z,43.05,-126.31,10.00,2.80,"151 km WNW of Port Orford, Oregon"
ok2025rpem,2025-09-08T05:25:12.730Z,35.61,-98.04,6.11,1.77,"6 km E of Calumet, Oklahoma"
nc75234812,2025-09-08T05:20:48.920Z,38.93,-122.87,2.62,0.97,"6 km SSW of Kelseyville, CA"
mb90110758,2025-09-08T05:18:11.360Z,44.58,-112.21,7.57,2.47,"23 km N of Spencer, Idaho"
uw62184681,2025-09-08T05:17:30.480Z,46.27,-122.04,11.78,0.09,"37 km SSE of Morton, Washington"
nc75234807,2025-09-08T05:06:02.780Z,38.83,-122.80,2.88,0.24,"6 km WNW of Cobb, CA"
tx2025rrhqek,2025-09-08T05:04:12.179Z,31.71,-104.18,7.02,1.60,"54 km W of Mentone, Texas"
ok2025rpdp,2025-09-08T04:57:48.939Z,35.61,-98.05,5.71,1.26,"6 km E of Calumet, Oklahoma"
av93755853,2025-09-08T04:56:53.310Z,60.02,-153.09,3.22,-0.65,"62 km ENE of Pedro Bay, Alaska"
av93755848,2025-09-08T04:54:37.400Z,54.61,-163.35,7.20,2.30,"27 km S of False Pass, Alaska"
ok2025rpdm,2025-09-08T04:54:26.489Z,35.61,-98.05,7.28,1.69,"6 km E of Calumet, Oklahoma"
tx2025rrhhgk,2025-09-08T04:53:53.220Z,32.11,-101.49,8.89,1.30,"12 km W of Forsan, Texas"
ok2025rpdl,2025-09-08T04:52:54.409Z,35.61,-98.04,7.30,1.13,"6 km E of Calumet, Oklahoma"
nc75234802,2025-09-08T04:47:52.520Z,38.84,-122.81,2.24,0.49,"8 km WNW of Cobb, CA"
tx2025rrhaip,2025-09-08T04:45:51.163Z,32.17,-101.69,8.28,0.90,"10 km ENE of Stanton, Texas"
nc75234797,2025-09-08T04:41:15.060Z,36.62,-121.29,5.85,1.13,"16 km NW of Pinnacles, CA"
nc75234792,2025-09-08T04:36:15.460Z,36.53,-121.12,7.68,3.09,"2 km E of Pinnacles, CA"
tx2025rrgmxe,2025-09-08T04:30:24.430Z,28.70,-98.16,5.51,1.50,"16 km WNW of Pawnee, Texas"
ak025bj6fiy2,2025-09-08T04:26:51.302Z,60.27,-141.09,20.40,1.30,"110 km NW of Yakutat, Alaska"
tx2025rrgiov,2025-09-08T04:25:23.963Z,32.17,-101.69,8.81,1.30,"10 km ENE of Stanton, Texas"
us7000qunk,2025-09-08T04:23:05.156Z,-1.01,134.21,36.17,4.50,"22 km SE of Manokwari, Indonesia"
uu80004748,2025-09-08T04:19:31.070Z,41.81,-112.51,13.68,0.84,"5 km WNW of Howell, Utah"
av93755793,2025-09-08T04:18:28.550Z,60.54,-152.32,12.88,0.48,"55 km W of Salamatof, Alaska"
ak025bj6dpbh,2025-09-08T04:18:00.776Z,61.17,-152.20,239.90,1.20,"58 km W of Tyonek, Alaska"
mb90110753,2025-09-08T03:54:14.340Z,44.81,-111.52,11.54,0.40,"26 km W of Hebgen Lake Estates, Montana"
us7000qung,2025-09-08T03:50:05.254Z,-41.18,172.57,6.24,4.20,"37 km W of Motueka, New Zealand"
us7000qunj,2025-09-08T03:45:47.753Z,32.42,141.75,10.00,4.60,"Izu Islands, Japan region"
nn00903961,2025-09-08T03:45:39.735Z,37.32,-117.90,0.80,1.10,"38 km ENE of Big Pine, California"
us7000qunh,2025-09-08T03:45:30.482Z,-24.51,-179.20,534.51,4.20,south of the Fiji Islands
ci41285880,2025-09-08T03:44:40.380Z,33.99,-116.64,15.07,0.84,"8 km SW of Morongo Valley, CA"
pr71495043,2025-09-08T03:40:59.780Z,17.93,-66.97,13.50,2.07,"8 km SW of Guánica, Puerto Rico"
ok2025rpaz,2025-09-08T03:39:06.269Z,35.62,-98.04,6.84,1.04,"7 km ENE of Calumet, Oklahoma"
hv74769892,2025-09-08T03:38:12.890Z,19.44,-155.25,2.70,0.92,"1 km W of Volcano, Hawaii"
nc75234787,2025-09-08T03:28:52.230Z,40.33,-124.92,11.43,2.37,"54 km WNW of Petrolia, CA"
av93755718,2025-09-08T03:14:22.530Z,60.06,-153.07,2.00,-0.47,"65 km ENE of Pedro Bay, Alaska"
uw62184651,2025-09-08T03:12:09.520Z,47.62,-121.77,16.00,1.06,"10 km ENE of Fall City, Washington"
us7000qunb,2025-09-08T03:09:58.705Z,-58.34,-15.86,10.00,5.10,east of the South Sandwich Islands
ci41285864,2025-09-08T03:05:30.450Z,33.69,-116.71,15.22,0.29,"6 km S of Idyllwild, CA"
tx2025rrdkjw,2025-09-08T02:56:48.709Z,31.67,-104.31,7.23,1.30,"56 km S of Whites City, New Mexico"
us7000qun8,2025-09-08T02:50:27.797Z,39.49,-99.28,12.32,3.30,"5 km NNW of Stockton, Kansas"
nc75234782,2025-09-08T02:38:28.320Z,38.84,-122.82,1.60,0.74,"8 km WNW of Cobb, CA"
us7000qun6,2025-09-08T02:30:37.116Z,44.56,-112.22,9.10,2.60,"22 km N of Spencer, Idaho"
ak025bj55l5u,2025-09-08T02:12:18.262Z,61.25,-150.68,39.80,1.30,"24 km ENE of Beluga, Alaska"
uu80116871,2025-09-08T01:58:01.420Z,39.50,-111.02,1.90,1.45,"1 km NNW of Hiawatha, Utah"
ok2025roxp,2025-09-08T01:56:16.940Z,35.62,-98.04,7.25,1.58,"7 km ENE of Calumet, Oklahoma"
tx2025rrbjiq,2025-09-08T01:55:14.465Z,31.67,-104.31,5.13,2.60,"56 km S of Whites City, New Mexico"
mb90110743,2025-09-08T01:50:51.680Z,44.78,-111.67,10.30,0.14,"38 km W of Hebgen Lake Estates, Montana"
ci41285848,2025-09-08T01:48:55.360Z,33.91,-117.04,11.88,0.68,"6 km WSW of Beaumont, CA"
ak025bj4rohi,2025-09-08T01:47:29.505Z,64.63,-146.96,6.40,1.00,"5 km SE of Eielson Air Force Base, Alaska"
us7000qumz,2025-09-08T01:43:16.441Z,44.56,-112.23,10.20,3.40,"22 km N of Spencer, Idaho"
nn00903960,2025-09-08T01:43:09.443Z,37.22,-116.52,7.40,1.00,"40 km NNE of Beatty, Nevada"
us7000qumy,2025-09-08T01:27:24.814Z,-50.77,162.24,14.32,5.20,"Auckland Islands, New Zealand region"
pr2025251000,2025-09-08T01:24:15.010Z,19.24,-64.51,35.00,3.75,"104 km NNE of Cruz Bay, U.S. Virgin Islands"
ok2025rowm,2025-09-08T01:22:12.029Z,35.33,-97.93,6.99,1.91,"2 km NE of Minco, Oklahoma"
nc75234762,2025-09-08T01:17:44.610Z,38.79,-122.77,1.06,1.31,"2 km NW of The Geysers, CA"
av93755578,2025-09-08T01:12:29.850Z,54.74,-163.99,1.05,0.78,"39 km WSW of False Pass, Alaska"
ci41285832,2025-09-08T01:07:02.560Z,34.31,-116.99,6.66,1.02,"10 km NW of Big Bear Lake, CA"
nc75234757,2025-09-08T01:02:48.340Z,38.79,-122.80,0.59,1.07,"4 km NW of The Geysers, CA"
us7000qumu,2025-09-08T00:58:45.332Z,63.08,-148.44,69.01,2.60,"43 km SE of Cantwell, Alaska"
ak025bj48cnc,2025-09-08T00:57:11.449Z,62.11,-150.36,20.30,2.20,"23 km SSW of Trapper Creek, Alaska"
nc75234752,2025-09-08T00:56:22.660Z,36.57,-121.19,2.03,1.92,"5 km NW of Pinnacles, CA"
ok2025rovn,2025-09-08T00:52:40.229Z,35.61,-98.04,5.97,2.00,"7 km ENE of Calumet, Oklahoma"
ok2025rovh,2025-09-08T00:46:16.039Z,35.61,-98.05,6.22,1.13,"6 km E of Calumet, Oklahoma"
ci41285824,2025-09-08T00:41:03.850Z,33.91,-116.71,14.44,0.92,"7 km E of Cabazon, CA"
ok2025rout,2025-09-08T00:29:32.409Z,35.62,-98.04,5.73,1.27,"7 km ENE of Calumet, Oklahoma"
nc75234742,2025-09-08T00:22:00.600Z,38.82,-122.84,2.09,1.06,"9 km NW of The Geysers, CA"
nc75234737,2025-09-08T00:17:19.820Z,36.64,-121.30,5.00,1.08,"17 km S of Tres Pinos, CA"
ci41285816,2025-09-08T00:10:10.890Z,36.00,-117.80,1.54,0.66,"12 km NE of Little Lake, CA"
nc75234727,2025-09-08T00:08:13.860Z,38.82,-122.85,1.99,0.82,"9 km NW of The Geysers, CA"
ci41285808,2025-09-08T00:06:41.160Z,33.88,-116.87,13.71,1.12,"5 km S of Banning, CA"
hv74769817,2025-09-08T00:06:36.960Z,19.29,-155.38,1.79,1.35,"13 km NE of Pāhala, Hawaii"
